id,manufacturing_site,first_line_designation
12591,ABBVIE Ludwigshafen Germany,True
12592,Mylan (formerly Matrix) Nashik,True
12593,"Aurobindo Unit III, India",True
12594,"Aspen-OSD, Port Elizabeth, SA",True
12597,"Aurobindo Unit III, India",True
12598,"Strides, Bangalore, India.",True
12599,"Aurobindo Unit III, India",True
12600,"Aspen-OSD, Port Elizabeth, SA",True
12601,Hetero Unit III Hyderabad IN,True
12602,"Aurobindo Unit III, India",False
12603,Mylan (formerly Matrix) Nashik,True
12604,"Strides, Bangalore, India.",False
12608,Mylan (formerly Matrix) Nashik,True
12609,"Aurobindo Unit III, India",True
12610,"Aspen-OSD, Port Elizabeth, SA",True
12611,"Aurobindo Unit III, India",False
12612,"Strides, Bangalore, India.",True
12613,Mylan (formerly Matrix) Nashik,True
12614,Mylan (formerly Matrix) Nashik,True
12616,"Aurobindo Unit III, India",False
12617,"Aurobindo Unit III, India",True
12618,"Aurobindo Unit III, India",True
12619,"Aspen-OSD, Port Elizabeth, SA",True
12620,"Aurobindo Unit III, India",True
12622,"Cipla, Goa, India",True
12625,Chembio Diagnostics Sys. Inc.,True
12628,"Aurobindo Unit III, India",True
12630,"MSD Manati, Puerto Rico, (USA)",True
12631,ABBVIE GmbH & Co.KG Wiesbaden,False
12632,"Ranbaxy, Paonta Shahib, India",True
12633,"MSD Manati, Puerto Rico, (USA)",True
12635,Gilead(Nycomed) Oranienburg DE,True
12637,"Cipla, Goa, India",True
12638,Roche Madrid,False
12639,Chembio Diagnostics Sys. Inc.,True
12641,"Ranbaxy, Paonta Shahib, India",True
12644,"Trinity Biotech, Plc",True
12646,Roche Madrid,True
12648,"Aurobindo Unit III, India",True
12649,"Cipla, Goa, India",True
12654,"Standard Diagnostics, Korea",False
12656,Roche Madrid,False
12658,"Cipla, Goa, India",True
12659,Bio-Rad Laboratories,True
12661,"Aurobindo Unit III, India",True
12662,Gilead(Nycomed) Oranienburg DE,True
12663,"Trinity Biotech, Plc",True
12664,"Aurobindo Unit III, India",False
12665,ABBVIE (Abbott) Logis. UK,True
12666,ABBVIE Ludwigshafen Germany,True
12667,"Aurobindo Unit III, India",False
12669,Bio-Rad Laboratories,True
12670,"Aurobindo Unit III, India",False
12671,"Ranbaxy, Paonta Shahib, India",True
12672,Premier Med. Corp Ltd. India,True
12673,"Aurobindo Unit III, India",False
12675,Roche Basel,False
12676,"Standard Diagnostics, Korea",True
12680,ABBVIE GmbH & Co.KG Wiesbaden,False
12682,"Aurobindo Unit III, India",False
12683,ABBVIE Ludwigshafen Germany,False
12684,ABBVIE (Abbott) Logis. UK,False
12685,"Aurobindo Unit III, India",False
12686,"Aurobindo Unit III, India",False
12688,"Cipla, Patalganga, India",False
12690,"Aurobindo Unit III, India",True
12691,"Cipla, Goa, India",False
12694,"Aurobindo Unit III, India",True
12710,"Aurobindo Unit III, India",False
12711,"Aurobindo Unit III, India",False
12712,"Aurobindo Unit III, India",False
12714,ABBVIE Ludwigshafen Germany,True
12715,Roche Basel,False
12716,"Aurobindo Unit III, India",True
12718,ABBVIE GmbH & Co.KG Wiesbaden,True
12723,Inverness Japan,False
12724,"Aurobindo Unit III, India",False
12729,"Cipla, Goa, India",False
12734,"Aurobindo Unit III, India",False
12735,"Cipla, Goa, India",False
12736,"Cipla, Goa, India",False
12737,"Cipla, Goa, India",False
12738,ABBVIE Ludwigshafen Germany,False
12739,"Aurobindo Unit III, India",False
12740,"Cipla, Goa, India",True
12741,"Aurobindo Unit III, India",False
12742,"Aurobindo Unit III, India",False
12748,GSK Ware (UK),False
12749,ABBVIE Ludwigshafen Germany,True
12751,"Aurobindo Unit III, India",False
12752,"Cipla, Goa, India",False
12753,ABBVIE (Abbott) Logis. UK,True
12754,"Cipla, Goa, India",True
12755,Bio-Rad Laboratories,True
12756,"Aurobindo Unit III, India",False
12759,"Aurobindo Unit III, India",True
12760,GSK Ware (UK),False
12761,"Cipla, Goa, India",True
12762,"Cipla, Goa, India",False
12763,"Aurobindo Unit III, India",False
12764,"Aurobindo Unit III, India",False
12766,"Ranbaxy, Paonta Shahib, India",False
12770,"Ranbaxy, Paonta Shahib, India",True
12771,"Cipla, Goa, India",True
12772,"Aurobindo Unit III, India",False
12773,"Aurobindo Unit III, India",True
12774,"Ranbaxy, Paonta Shahib, India",False
12776,Mylan (formerly Matrix) Nashik,False
12777,"Cipla, Goa, India",True
12778,"Aspen-OSD, Port Elizabeth, SA",False
12779,"Cipla, Goa, India",True
12800,"Aurobindo Unit III, India",False
12780,"Cipla, Goa, India",False
12781,"Ranbaxy, Paonta Shahib, India",False
12782,"Ranbaxy, Paonta Shahib, India",False
12783,"Aurobindo Unit III, India",False
12784,ABBVIE (Abbott) Logis. UK,True
12785,"Aurobindo Unit III, India",False
12786,"Cipla, Goa, India",True
12788,"Aurobindo Unit III, India",False
12789,"Aurobindo Unit III, India",True
12790,Mylan (formerly Matrix) Nashik,True
12791,"Aurobindo Unit III, India",False
12792,"Aurobindo Unit III, India",False
12793,"Trinity Biotech, Plc",True
12794,"Standard Diagnostics, Korea",False
12795,Inverness Japan,False
12796,"Cipla, Goa, India",True
12797,"Aurobindo Unit III, India",False
12798,"Aspen-OSD, Port Elizabeth, SA",True
12801,"Cipla, Goa, India",False
12803,"Aurobindo Unit III, India",True
12805,Inverness Japan,False
12806,Hetero Unit III Hyderabad IN,True
12808,"Aurobindo Unit III, India",True
12809,"Ranbaxy, Paonta Shahib, India",True
12810,Inverness Japan,False
12811,Inverness Japan,False
12812,"Aurobindo Unit III, India",True
12813,Mylan (formerly Matrix) Nashik,True
12814,"Aurobindo Unit III, India",True
12817,"Aurobindo Unit III, India",False
12818,"Standard Diagnostics, Korea",True
12819,"Aurobindo Unit III, India",True
12820,"Aurobindo Unit III, India",True
12821,"Aurobindo Unit III, India",False
12822,ABBVIE (Abbott) France,False
12823,Mylan (formerly Matrix) Nashik,True
12870,"Trinity Biotech, Plc",True
12824,"Aspen-OSD, Port Elizabeth, SA",False
12825,Mylan (formerly Matrix) Nashik,True
12826,Inverness Japan,False
12827,ABBVIE Ludwigshafen Germany,True
12828,"Standard Diagnostics, Korea",True
12829,"Aurobindo Unit III, India",False
12830,"Aurobindo Unit III, India",True
12835,"Aurobindo Unit III, India",False
12836,"MSD, Haarlem, NL",False
12837,"Aurobindo Unit III, India",False
12838,Mylan (formerly Matrix) Nashik,False
12839,ABBVIE (Abbott) Logis. UK,True
12840,"MSD, Haarlem, NL",False
12841,"Aurobindo Unit III, India",True
12842,"Aurobindo Unit III, India",True
12843,"Aurobindo Unit III, India",False
12844,"Aurobindo Unit III, India",False
12845,Inverness Japan,False
12846,"Standard Diagnostics, Korea",False
12849,"Cipla, Goa, India",False
12850,"Aurobindo Unit III, India",False
12851,Mylan (formerly Matrix) Nashik,False
12852,"Aurobindo Unit III, India",True
12853,"Aspen-OSD, Port Elizabeth, SA",True
12854,Mylan (formerly Matrix) Nashik,False
12857,"Aurobindo Unit III, India",True
12858,Mylan (formerly Matrix) Nashik,False
12859,"Aurobindo Unit III, India",False
12860,"Aurobindo Unit III, India",False
12862,"Aurobindo Unit III, India",False
12863,"Aurobindo Unit III, India",True
12864,"Aurobindo Unit III, India",True
12865,"Aurobindo Unit III, India",False
12866,"Aurobindo Unit III, India",True
12868,"Aurobindo Unit III, India",True
12869,"Cipla, Goa, India",True
12871,"Ranbaxy, Paonta Shahib, India",True
12873,"Aurobindo Unit III, India",False
12874,"Cipla, Goa, India",False
12875,"Strides, Bangalore, India.",True
12876,"Aurobindo Unit III, India",False
12877,"Aurobindo Unit III, India",True
12878,Hetero Unit III Hyderabad IN,True
12879,"Aurobindo Unit III, India",True
12883,"Aurobindo Unit III, India",False
12885,"Aurobindo Unit III, India",False
12886,"Aurobindo Unit III, India",False
12887,"Strides, Bangalore, India.",True
12892,"MSD, Haarlem, NL",True
12893,"Aurobindo Unit III, India",True
12894,"MSD, Haarlem, NL",False
12896,Hetero Unit III Hyderabad IN,True
12897,"Aurobindo Unit III, India",True
12898,"Aurobindo Unit III, India",False
12899,"Aurobindo Unit III, India",True
12900,"Emcure Plot No.P-2, I.T-B.T. Park, Phase II, MIDC, Hinjwadi, Pune, India",True
12902,"Aurobindo Unit III, India",True
12903,"Aurobindo Unit III, India",False
12904,"Aurobindo Unit III, India",False
12905,"Aurobindo Unit III, India",True
12908,"Aurobindo Unit III, India",False
12909,Mylan (formerly Matrix) Nashik,True
12910,"Aurobindo Unit III, India",False
12911,"Aurobindo Unit III, India",False
12912,"Aurobindo Unit III, India",True
12913,"Aurobindo Unit III, India",False
12914,"Aurobindo Unit III, India",True
12915,"Aurobindo Unit III, India",True
12916,Mylan (formerly Matrix) Nashik,True
12917,"Aurobindo Unit III, India",True
12918,"Aurobindo Unit III, India",True
12919,"Emcure Plot No.P-2, I.T-B.T. Park, Phase II, MIDC, Hinjwadi, Pune, India",False
12920,"Strides, Bangalore, India.",True
12922,ABBVIE (Abbott) Logis. UK,False
12923,ABBVIE (Abbott) Logis. UK,False
12925,"Aurobindo Unit III, India",True
12926,"Aurobindo Unit III, India",True
12929,Inverness Japan,True
12935,Mylan (formerly Matrix) Nashik,True
12959,"Alere Medical Co., Ltd.",True
12973,"Cipla, Goa, India",True
12981,"Alere Medical Co., Ltd.",True
13004,ABBVIE Ludwigshafen Germany,True
13007,"Alere Medical Co., Ltd.",True
13016,Chembio Diagnostics Sys. Inc.,True
13020,Premier Medical Corporation,True
13027,Hetero Unit III Hyderabad IN,True
13038,"Aurobindo Unit III, India",True
13064,"Aurobindo Unit III, India",True
13091,"Aurobindo Unit III, India",True
13093,Mylan (formerly Matrix) Nashik,True
13106,Hetero Unit III Hyderabad IN,True
13115,"Aurobindo Unit III, India",True
13138,"Alere Medical Co., Ltd.",True
13148,ABBVIE Labs North Chicago US,True
13151,Inverness Japan,True
13161,"Aurobindo Unit III, India",True
13205,Inverness Japan,True
13231,"Aurobindo Unit III, India",True
13275,Hetero Unit III Hyderabad IN,True
13277,Mylan (formerly Matrix) Nashik,True
13302,Mylan (formerly Matrix) Nashik,True
13311,"Alere Medical Co., Ltd.",True
13379,Mylan (formerly Matrix) Nashik,True
13476,ABBVIE (Abbott) France,True
13481,Mylan (formerly Matrix) Nashik,True
13487,Mylan (formerly Matrix) Nashik,True
13544,ABBVIE (Abbott) Logis. UK,True
13547,"Trinity Biotech, Plc",True
15356,"Trinity Biotech, Plc",True
13555,Mylan (formerly Matrix) Nashik,True
13568,"Aurobindo Unit III, India",True
13571,"Trinity Biotech, Plc",True
13581,Inverness Japan,True
13608,"Janssen-Cilag, Latina, IT",True
13648,"Alere Medical Co., Ltd.",True
13652,Mylan (formerly Matrix) Nashik,True
13696,"Standard Diagnostics, Korea",True
13700,Hetero Unit III Hyderabad IN,True
13708,"Trinity Biotech, Plc",True
13739,"Aurobindo Unit III, India",True
13748,Chembio Diagnostics Sys. Inc.,True
13761,ABBVIE Ludwigshafen Germany,True
13766,Hetero Unit III Hyderabad IN,True
13809,"Emcure Plot No.P-2, I.T-B.T. Park, Phase II, MIDC, Hinjwadi, Pune, India",True
13817,"Aurobindo Unit VII, IN",True
13841,Mylan (formerly Matrix) Nashik,True
13842,"Aurobindo Unit III, India",True
15368,"Aurobindo Unit III, India",True
13845,"Janssen-Cilag, Latina, IT",True
13862,Chembio Diagnostics Sys. Inc.,True
13874,"Micro labs, Verna, Goa, India",True
13886,"Janssen-Cilag, Latina, IT",True
13897,"Alere Medical Co., Ltd.",True
13899,"Aurobindo Unit III, India",True
13900,"Alere Medical Co., Ltd.",True
13903,"Aurobindo Unit III, India",True
13904,Mylan (formerly Matrix) Nashik,True
13915,"Orasure Technologies, Inc",True
13926,"Cipla, Goa, India",True
13959,"Mylan,  H-12 & H-13, India",True
13968,"Trinity Biotech, Plc",True
13978,Hetero Unit III Hyderabad IN,True
13988,"KHB Test Kit Facility, Shanghai China",True
14016,"Micro labs, Verna, Goa, India",True
14018,"Hetero, Jadcherla, unit 5, IN",True
14023,"Aurobindo Unit III, India",True
14043,"Aurobindo Unit III, India",True
14079,"Alere Medical Co., Ltd.",True
14097,"Alere Medical Co., Ltd.",True
14178,"Standard Diagnostics, Korea",True
14180,"Trinity Biotech, Plc",True
14195,Mylan (formerly Matrix) Nashik,True
14200,"Cipla, Goa, India",True
14210,Mylan (formerly Matrix) Nashik,True
14230,ABBVIE (Abbott) Logis. UK,True
14240,"Alere Medical Co., Ltd.",True
14241,"Aurobindo Unit III, India",True
14252,"Cipla, Goa, India",True
14265,"Aurobindo Unit III, India",True
14278,"Aurobindo Unit III, India",True
14279,Hetero Unit III Hyderabad IN,True
14286,Chembio Diagnostics Sys. Inc.,True
14291,"Alere Medical Co., Ltd.",True
14309,ABBVIE Ludwigshafen Germany,True
14323,"Standard Diagnostics, Korea",False
14331,Mylan (formerly Matrix) Nashik,True
14348,Inverness Japan,True
14364,"Aurobindo Unit III, India",True
14384,"Aurobindo Unit III, India",True
14404,"Strides, Bangalore, India.",True
14409,"Cipla, Goa, India",True
14410,"Novartis Pharma Suffern, USA",True
14412,"MSD, Haarlem, NL",True
14431,Roche Madrid,True
14433,"Aspen-OSD, Port Elizabeth, SA",True
14437,ABBVIE (Abbott) Logis. UK,True
14440,GSK Mississauga (Canada),True
14447,"Aurobindo Unit III, India",True
14508,Inverness Japan,True
14542,"Aurobindo Unit III, India",True
14564,"Aurobindo Unit III, India",False
14571,"Alere Medical Co., Ltd.",True
14578,"Aurobindo Unit III, India",True
14605,"Hetero, Jadcherla, unit 5, IN",True
14628,ABBVIE Ludwigshafen Germany,False
14658,ABBVIE (Abbott) Logis. UK,True
14665,Inverness Japan,True
14694,"BMS Meymac, France",True
14710,"Micro labs, Verna, Goa, India",True
14743,"Aurobindo Unit III, India",True
14785,"Alere Medical Co., Ltd.",True
14803,"Aurobindo Unit III, India",True
14811,"KHB Test Kit Facility, Shanghai China",True
14820,"Alere Medical Co., Ltd.",True
14846,ABBVIE (Abbott) Logis. UK,True
14871,Mylan (formerly Matrix) Nashik,True
14874,GSK Mississauga (Canada),True
14929,Mylan (formerly Matrix) Nashik,True
14931,Bristol-Myers Squibb Anagni IT,True
14941,Mylan (formerly Matrix) Nashik,True
14943,"MSD, Haarlem, NL",True
14970,"BMS Meymac, France",True
14988,"Alere Medical Co., Ltd.",True
15004,GSK Mississauga (Canada),True
15005,"Trinity Biotech, Plc",True
15011,Mylan (formerly Matrix) Nashik,True
15012,"Aurobindo Unit III, India",True
15046,"Aurobindo Unit III, India",True
15051,"Trinity Biotech, Plc",True
15115,"Trinity Biotech, Plc",True
15131,"Alere Medical Co., Ltd.",True
15142,"Aurobindo Unit III, India",True
15149,Mylan (formerly Matrix) Nashik,True
15176,"Aurobindo Unit III, India",True
15195,"BMS Meymac, France",True
15240,"Aurobindo Unit III, India",True
15241,"Cipla, Goa, India",True
15248,"Aurobindo Unit III, India",True
15283,"Trinity Biotech, Plc",True
15298,"Aurobindo Unit III, India",False
15352,"Aurobindo Unit III, India",True
15382,"Alere Medical Co., Ltd.",True
15399,Mylan (formerly Matrix) Nashik,True
15405,Cipla Ltd A-42 MIDC Mahar. IN,True
15423,"Alere Medical Co., Ltd.",True
15460,Hetero Unit III Hyderabad IN,True
15499,"Trinity Biotech, Plc",True
15554,"Aurobindo Unit III, India",True
15596,Inverness Japan,True
15619,Hetero Unit III Hyderabad IN,True
15625,"Alere Medical Co., Ltd.",True
15642,Cipla Ltd A-42 MIDC Mahar. IN,True
15643,"Trinity Biotech, Plc",True
15656,"MSD, Haarlem, NL",True
15670,"Aurobindo Unit III, India",True
15687,"Aurobindo Unit III, India",True
15695,"Strides, Bangalore, India.",True
15726,Mylan (formerly Matrix) Nashik,True
15727,"Novartis Pharma Suffern, USA",True
15738,ABBVIE Ludwigshafen Germany,True
15751,"Alere Medical Co., Ltd.",False
15772,"Aurobindo Unit III, India",True
15778,"Alere Medical Co., Ltd.",True
15788,"Alere Medical Co., Ltd.",True
15795,"Aurobindo Unit III, India",False
15804,Chembio Diagnostics Sys. Inc.,True
15813,Hetero Unit III Hyderabad IN,True
15815,"BMS Meymac, France",False
15825,"Trinity Biotech, Plc",True
15867,"Aurobindo Unit VII, IN",True
15879,Mylan (formerly Matrix) Nashik,True
15894,"Aurobindo Unit III, India",True
15909,"Cipla, Goa, India",True
15930,"Trinity Biotech, Plc",True
15946,"Aurobindo Unit III, India",True
15984,"Cipla, Goa, India",True
15994,"Aurobindo Unit III, India",True
15999,"Aurobindo Unit III, India",True
16044,Chembio Diagnostics Sys. Inc.,True
16053,Hetero Unit III Hyderabad IN,True
16071,"Alere Medical Co., Ltd.",True
16084,"Aurobindo Unit III, India",False
16085,"Medochemie Factory A, CY",True
16097,"BMS Meymac, France",True
16098,Mylan (formerly Matrix) Nashik,True
16099,"Aurobindo Unit III, India",True
16104,"Aurobindo Unit III, India",True
16173,Bristol-Myers Squibb Anagni IT,True
16186,"Strides, Bangalore, India.",True
16213,Chembio Diagnostics Sys. Inc.,True
16231,"Standard Diagnostics, Korea",True
16232,"Aurobindo Unit III, India",True
16236,Chembio Diagnostics Sys. Inc.,True
16255,"Alere Medical Co., Ltd.",True
16277,"Trinity Biotech, Plc",True
16766,Hetero Unit III Hyderabad IN,True
16291,Inverness Japan,True
16379,"Janssen-Cilag, Latina, IT",True
16391,"Alere Medical Co., Ltd.",True
16398,Cipla Ltd A-42 MIDC Mahar. IN,True
16462,"Janssen-Cilag, Latina, IT",True
16473,"Standard Diagnostics, Korea",True
16496,Hetero Unit III Hyderabad IN,True
16504,"Cipla, Goa, India",True
16513,Mylan (formerly Matrix) Nashik,True
16553,Boehringer Ingelheim Roxane US,False
16556,Cipla Ltd A-42 MIDC Mahar. IN,True
16619,"Aurobindo Unit III, India",True
16656,ABBVIE Ludwigshafen Germany,True
16693,Inverness Japan,True
16707,Inverness Japan,True
16708,"Aurobindo Unit III, India",True
16725,"Aurobindo Unit III, India",True
16784,Hetero Unit III Hyderabad IN,True
16794,"Aurobindo Unit III, India",True
16805,Chembio Diagnostics Sys. Inc.,True
16828,Mylan (formerly Matrix) Nashik,True
16848,"Alere Medical Co., Ltd.",True
16881,"Aurobindo Unit III, India",True
16901,"Aurobindo Unit III, India",True
16921,Mylan (formerly Matrix) Nashik,False
16923,Mylan (formerly Matrix) Nashik,True
16926,"Cipla, Goa, India",True
16967,ABBVIE Ludwigshafen Germany,True
16998,"Aurobindo Unit III, India",True
17003,ABBVIE Ludwigshafen Germany,True
17065,Chembio Diagnostics Sys. Inc.,True
17096,"Alere Medical Co., Ltd.",True
17124,Roche Basel,True
17129,Mylan (formerly Matrix) Nashik,True
17135,"Alere Medical Co., Ltd.",True
17145,"Alere Medical Co., Ltd.",True
17200,Mylan (formerly Matrix) Nashik,True
17207,Hetero Unit III Hyderabad IN,True
17219,Inverness Japan,True
17228,Mylan (formerly Matrix) Nashik,True
17242,"Aurobindo Unit III, India",True
17245,"Trinity Biotech, Plc",False
17247,Inverness Japan,True
17259,Bristol-Myers Squibb Anagni IT,True
17348,"Aurobindo Unit III, India",True
