id,product_group,sub_classification,vendor,molecule_test_type,brand,dosage,dosage_form,unit_of_measure_per_pack
12203,ARV,Adult,SCMS from RDC,Nevirapine,Generic,200mg,Tablet,60
12204,ARV,Adult,SCMS from RDC,Nevirapine,Generic,200mg,Tablet,60
12205,HRDT,HIV test - Ancillary,SCMS from RDC,"HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",Generic,N/A,Test kit - Ancillary,100
12206,HRDT,HIV test,SCMS from RDC,"HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,N/A,Test kit,20
12207,HRDT,HIV test,SCMS from RDC,"HIV 1/2, Determine HIV Kit, without Lancets",Determine,N/A,Test kit,100
12210,ARV,Adult,SCMS from RDC,Efavirenz,Generic,600mg,Tablet,30
12211,ARV,Pediatric,SCMS from RDC,Efavirenz,Generic,50mg,Capsule,30
12212,ARV,Adult,SCMS from RDC,Efavirenz,Generic,600mg,Tablet,30
12213,ARV,Adult,SCMS from RDC,Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60
12214,ARV,Adult,SCMS from RDC,Lamivudine/Stavudine,Generic,150/30mg,Tablet - FDC,60
12215,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60
12216,ARV,Adult,SCMS from RDC,Efavirenz,Generic,600mg,Tablet,30
12218,HRDT,HIV test,SCMS from RDC,"HIV 1/2, Determine HIV Kit, without Lancets",Determine,N/A,Test kit,100
12219,ARV,Adult,SCMS from RDC,Emtricitabine/Tenofovir Disoproxil Fumarate,Truvada,300/200mg,Tablet - FDC,30
12220,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60
12222,ARV,Adult,SCMS from RDC,Lamivudine,Generic,150mg,Tablet,60
12224,ARV,Adult,SCMS from RDC,Emtricitabine/Tenofovir Disoproxil Fumarate,Truvada,300/200mg,Tablet - FDC,30
12225,ARV,Adult,SCMS from RDC,Nevirapine,Generic,200mg,Tablet,60
12228,ARV,Adult,SCMS from RDC,Emtricitabine/Tenofovir Disoproxil Fumarate,Truvada,300/200mg,Tablet - FDC,30
12230,ARV,Adult,SCMS from RDC,Lamivudine/Stavudine,Generic,150/30mg,Tablet - FDC,60
12231,ARV,Adult,SCMS from RDC,Nevirapine,Generic,200mg,Tablet,60
12232,ARV,Adult,SCMS from RDC,Lamivudine/Stavudine,Generic,150/30mg,Tablet - FDC,30
12233,ARV,Pediatric,SCMS from RDC,Didanosine,Generic,100mg,Chewable/dispersible tablet,60
12234,ARV,Adult,SCMS from RDC,Efavirenz,Generic,600mg,Tablet,30
12235,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60
12236,ARV,Adult,SCMS from RDC,Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30
12237,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60
12238,ARV,Adult,SCMS from RDC,Tenofovir Disoproxil Fumarate,Viread,300mg,Tablet,30
12242,ARV,Pediatric,SCMS from RDC,Nevirapine,Generic,10mg/ml,Oral suspension,240
12243,ARV,Adult,SCMS from RDC,Efavirenz,Generic,600mg,Tablet,30
12244,HRDT,HIV test,SCMS from RDC,"HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,N/A,Test kit,20
12245,ARV,Adult,SCMS from RDC,Stavudine,Generic,30mg,Capsule,60
12246,ARV,Adult,SCMS from RDC,Stavudine,Generic,30mg,Capsule,60
12247,ARV,Adult,SCMS from RDC,Stavudine,Generic,20mg,Capsule,60
12248,ARV,Adult,SCMS from RDC,Emtricitabine/Tenofovir Disoproxil Fumarate,Truvada,300/200mg,Tablet - FDC,30
12249,ARV,Adult,SCMS from RDC,Efavirenz,Generic,600mg,Tablet,30
12250,ARV,Adult,SCMS from RDC,Zidovudine,Generic,300mg,Tablet,60
12251,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60
12252,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60
12253,ARV,Adult,SCMS from RDC,Lamivudine/Stavudine,Generic,150/30mg,Tablet - FDC,30
12254,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60
12255,ARV,Adult,SCMS from RDC,Lamivudine/Stavudine,Generic,150/30mg,Tablet - FDC,60
12256,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60
12257,ARV,Adult,SCMS from RDC,Zidovudine,Generic,300mg,Tablet,60
12258,ARV,Adult,SCMS from RDC,Efavirenz,Generic,600mg,Tablet,30
12259,ARV,Adult,SCMS from RDC,Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120
12260,ARV,Adult,SCMS from RDC,Efavirenz,Generic,600mg,Tablet,30
12261,ARV,Adult,SCMS from RDC,Stavudine,Generic,30mg,Capsule,60
12264,ARV,Adult,SCMS from RDC,Emtricitabine/Tenofovir Disoproxil Fumarate,Truvada,300/200mg,Tablet - FDC,30
12265,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60
12266,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60
12267,ARV,Adult,SCMS from RDC,Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60
12269,ARV,Adult,SCMS from RDC,Nevirapine,Generic,200mg,Tablet,60
12270,ARV,Pediatric,SCMS from RDC,Lopinavir/Ritonavir,Kaletra,80/20mg/ml,Oral solution,300
12271,ARV,Adult,SCMS from RDC,Efavirenz,Generic,600mg,Tablet,30
12272,ARV,Adult,SCMS from RDC,Stavudine,Generic,30mg,Capsule,60
12273,ARV,Adult,SCMS from RDC,Emtricitabine/Tenofovir Disoproxil Fumarate,Truvada,300/200mg,Tablet - FDC,30
12276,ARV,Adult,SCMS from RDC,Lamivudine/Stavudine,Generic,150/30mg,Tablet - FDC,60
12277,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60
12278,ARV,Adult,SCMS from RDC,Emtricitabine/Tenofovir Disoproxil Fumarate,Truvada,300/200mg,Tablet - FDC,30
12279,ARV,Adult,SCMS from RDC,Efavirenz,Generic,600mg,Tablet,30
12280,ARV,Adult,SCMS from RDC,Efavirenz,Generic,600mg,Tablet,30
12281,ARV,Adult,SCMS from RDC,Stavudine,Generic,30mg,Capsule,60
12282,ARV,Adult,SCMS from RDC,Efavirenz,Generic,600mg,Tablet,30
12283,ARV,Adult,SCMS from RDC,Zidovudine,Generic,300mg,Tablet,60
12284,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60
12286,ARV,Adult,SCMS from RDC,Lamivudine,Generic,150mg,Tablet,60
12289,ARV,Adult,SCMS from RDC,Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60
12290,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60
12293,HRDT,HIV test,SCMS from RDC,"HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,N/A,Test kit,20
12294,ARV,Pediatric,SCMS from RDC,Efavirenz,Generic,50mg,Capsule,30
12295,ARV,Adult,SCMS from RDC,Emtricitabine/Tenofovir Disoproxil Fumarate,Truvada,300/200mg,Tablet - FDC,30
12296,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60
12297,ARV,Adult,SCMS from RDC,Emtricitabine/Tenofovir Disoproxil Fumarate,Truvada,300/200mg,Tablet - FDC,30
12299,ARV,Adult,SCMS from RDC,Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30
12300,ARV,Adult,SCMS from RDC,Lamivudine/Stavudine,Generic,150/30mg,Tablet - FDC,60
12301,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60
12302,ARV,Adult,SCMS from RDC,Emtricitabine/Tenofovir Disoproxil Fumarate,Truvada,300/200mg,Tablet - FDC,30
12303,ARV,Adult,SCMS from RDC,Efavirenz,Generic,600mg,Tablet,30
12421,ARV,Adult,SCMS from RDC,Efavirenz,Generic,600mg,Tablet,30
12304,ARV,Adult,SCMS from RDC,Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,200/300mg,Tablet - FDC,30
12305,ARV,Pediatric,SCMS from RDC,Efavirenz,Generic,200mg,Capsule,90
12307,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60
12309,ARV,Adult,SCMS from RDC,Lamivudine,Generic,150mg,Tablet,60
12310,ARV,Adult,SCMS from RDC,Nevirapine,Generic,200mg,Tablet,60
12311,ARV,Adult,SCMS from RDC,Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60
12312,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60
12313,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60
12314,ARV,Adult,SCMS from RDC,Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30
12315,ARV,Adult,SCMS from RDC,Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30
12316,ARV,Adult,SCMS from RDC,Lamivudine/Stavudine,Generic,150/30mg,Tablet - FDC,60
12384,ARV,Adult,SCMS from RDC,Nevirapine,Generic,200mg,Tablet,60
12317,ARV,Adult,SCMS from RDC,Nevirapine,Generic,200mg,Tablet,60
12318,ARV,Adult,SCMS from RDC,Emtricitabine/Tenofovir Disoproxil Fumarate,Generic,200/300mg,Tablet - FDC,30
12319,ARV,Adult,SCMS from RDC,Abacavir,Generic,300mg,Tablet,60
12320,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60
12321,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60
12322,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60
12323,ARV,Pediatric,SCMS from RDC,Nevirapine,Generic,10mg/ml,Oral suspension,240
12324,ARV,Adult,SCMS from RDC,Lamivudine,Generic,150mg,Tablet,60
12325,ARV,Adult,SCMS from RDC,Lamivudine,Generic,150mg,Tablet,60
12326,ARV,Pediatric,SCMS from RDC,Nevirapine,Generic,10mg/ml,Oral suspension,240
12327,ARV,Adult,SCMS from RDC,Nevirapine,Generic,200mg,Tablet,60
12328,ARV,Adult,SCMS from RDC,Efavirenz,Generic,600mg,Tablet,30
12329,ARV,Adult,SCMS from RDC,Lamivudine/Stavudine,Generic,150/30mg,Tablet - FDC,60
12330,ARV,Adult,SCMS from RDC,Nevirapine,Generic,200mg,Tablet,60
12334,ARV,Adult,SCMS from RDC,Efavirenz,Generic,600mg,Tablet,30
12335,ARV,Pediatric,SCMS from RDC,Zidovudine,Generic,10mg/ml,Oral solution,240
12336,HRDT,HIV test,SCMS from RDC,"HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,N/A,Test kit,20
12337,ARV,Pediatric,SCMS from RDC,Zidovudine,Generic,10mg/ml,Oral solution,240
12341,ARV,Adult,SCMS from RDC,Efavirenz,Generic,600mg,Tablet,30
12342,ARV,Pediatric,SCMS from RDC,Lamivudine,Generic,10mg/ml,Oral solution,240
12346,HRDT,HIV test,SCMS from RDC,"HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,N/A,Test kit,20
12349,ARV,Adult,SCMS from RDC,Efavirenz,Generic,600mg,Tablet,30
12350,ARV,Adult,SCMS from RDC,Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120
12351,ARV,Pediatric,SCMS from RDC,Zidovudine,Generic,10mg/ml,Oral solution,240
12352,ARV,Adult,SCMS from RDC,Abacavir,Generic,300mg,Tablet,60
12354,ARV,Adult,SCMS from RDC,Nevirapine,Generic,200mg,Tablet,60
12355,ARV,Pediatric,SCMS from RDC,Abacavir,Generic,20mg/ml,Oral solution,240
12358,ARV,Adult,SCMS from RDC,Lamivudine,Generic,150mg,Tablet,60
12364,ARV,Adult,SCMS from RDC,Abacavir/Lamivudine/Zidovudine,Trizivir,300/150/300mg,Tablet - FDC,60
12365,ARV,Pediatric,SCMS from RDC,Zidovudine,Generic,10mg/ml,Oral solution,240
12366,ARV,Pediatric,SCMS from RDC,Efavirenz,Stocrin/Sustiva,50mg,Capsule,30
12368,HRDT,HIV test,SCMS from RDC,"HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,N/A,Test kit,20
12369,ARV,Adult,SCMS from RDC,Zidovudine,Generic,300mg,Tablet,60
12372,ARV,Adult,SCMS from RDC,Abacavir,Generic,300mg,Tablet,60
12373,ARV,Adult,SCMS from RDC,Efavirenz,Generic,600mg,Tablet,30
12375,ARV,Pediatric,SCMS from RDC,Abacavir,Generic,20mg/ml,Oral solution,240
12378,ARV,Adult,SCMS from RDC,Efavirenz,Generic,600mg,Tablet,30
12379,ARV,Pediatric,SCMS from RDC,Zidovudine,Generic,10mg/ml,Oral solution,240
12388,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60
12391,ARV,Adult,SCMS from RDC,Lamivudine/Stavudine,Generic,150/30mg,Tablet - FDC,30
12393,ARV,Adult,SCMS from RDC,Ritonavir,Norvir,100mg,Capsule,336
12395,ARV,Pediatric,SCMS from RDC,Lamivudine,Generic,10mg/ml,Oral solution,240
12396,ARV,Pediatric,SCMS from RDC,Zidovudine,Generic,10mg/ml,Oral solution,240
12397,ARV,Pediatric,SCMS from RDC,Efavirenz,Stocrin/Sustiva,50mg,Capsule,30
12399,HRDT,HIV test,SCMS from RDC,"HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,N/A,Test kit,20
12400,ARV,Adult,SCMS from RDC,Lamivudine,Generic,150mg,Tablet,60
12404,ARV,Pediatric,SCMS from RDC,Efavirenz,Stocrin/Sustiva,200mg,Capsule,90
12406,ARV,Adult,SCMS from RDC,Zidovudine,Generic,300mg,Tablet,60
12407,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60
12408,ARV,Pediatric,SCMS from RDC,Efavirenz,Generic,200mg,Capsule,90
12411,ARV,Pediatric,SCMS from RDC,Didanosine,Generic,100mg,Chewable/dispersible tablet,60
12413,HRDT,HIV test,SCMS from RDC,"HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included",Bioline,N/A,Test kit,25
12416,ARV,Adult,SCMS from RDC,Zidovudine,Generic,300mg,Tablet,60
12418,ARV,Adult,SCMS from RDC,Stavudine,Generic,20mg,Capsule,60
12513,HRDT,HIV test,SCMS from RDC,"HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,N/A,Test kit,20
12424,ARV,Adult,SCMS from RDC,Efavirenz,Generic,600mg,Tablet,30
12425,HRDT,HIV test,SCMS from RDC,"HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,N/A,Test kit,20
12426,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60
12428,ARV,Adult,SCMS from RDC,Saquinavir,Invirase,200mg,Capsule,270
12429,ARV,Adult,SCMS from RDC,Efavirenz,Generic,600mg,Tablet,30
12431,ARV,Adult,SCMS from RDC,Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60
12432,ARV,Pediatric,SCMS from RDC,Didanosine,Generic,200mg,Chewable/dispersible tablet,60
12433,ARV,Adult,SCMS from RDC,Efavirenz,Generic,600mg,Tablet,30
12434,ARV,Adult,SCMS from RDC,Lamivudine,Generic,150mg,Tablet,60
12435,ARV,Adult,SCMS from RDC,Zidovudine,Generic,300mg,Tablet,60
12438,ARV,Adult,SCMS from RDC,Stavudine,Generic,30mg,Capsule,60
12439,ARV,Adult,SCMS from RDC,Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120
12441,ARV,Pediatric,SCMS from RDC,Lopinavir/Ritonavir,Kaletra,80/20mg/ml,Oral solution,300
12443,ARV,Adult,SCMS from RDC,Nevirapine,Generic,200mg,Tablet,60
12446,ARV,Adult,SCMS from RDC,Nevirapine,Generic,200mg,Tablet,60
12447,ARV,Adult,SCMS from RDC,Nevirapine,Generic,200mg,Tablet,60
12451,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60
12452,ARV,Adult,SCMS from RDC,Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120
12453,ARV,Adult,SCMS from RDC,Efavirenz,Generic,600mg,Tablet,30
12454,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60
12455,ARV,Pediatric,SCMS from RDC,Lamivudine,Generic,10mg/ml,Oral solution,240
12456,ARV,Adult,SCMS from RDC,Nevirapine,Generic,200mg,Tablet,60
12459,ARV,Adult,SCMS from RDC,Efavirenz,Generic,600mg,Tablet,30
12460,ARV,Pediatric,SCMS from RDC,Lamivudine,Generic,10mg/ml,Oral solution,240
12461,HRDT,HIV test,SCMS from RDC,"HIV 1/2, Determine HIV Kit, without Lancets",Determine,N/A,Test kit,100
12462,HRDT,HIV test - Ancillary,SCMS from RDC,"HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",Generic,N/A,Test kit - Ancillary,100
12464,ARV,Adult,SCMS from RDC,Stavudine,Generic,20mg,Capsule,60
12465,ARV,Pediatric,SCMS from RDC,Lamivudine,Generic,10mg/ml,Oral solution,240
12470,ARV,Pediatric,SCMS from RDC,Zidovudine,Generic,10mg/ml,Oral solution,240
12471,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60
12472,ARV,Adult,SCMS from RDC,Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60
12473,HRDT,HIV test,SCMS from RDC,"HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included",Bioline,N/A,Test kit,25
12475,ARV,Pediatric,SCMS from RDC,Efavirenz,Stocrin/Sustiva,30mg/ml,Oral solution,180
12476,ARV,Pediatric,SCMS from RDC,Efavirenz,Stocrin/Sustiva,30mg/ml,Oral solution,180
12477,ARV,Adult,SCMS from RDC,Stavudine,Generic,30mg,Capsule,60
12478,ARV,Adult,SCMS from RDC,Stavudine,Generic,30mg,Capsule,60
12479,ARV,Adult,SCMS from RDC,Efavirenz,Generic,600mg,Tablet,30
12480,ARV,Adult,SCMS from RDC,Abacavir,Generic,300mg,Tablet,60
12481,ARV,Adult,SCMS from RDC,Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60
12482,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60
12483,HRDT,HIV test,SCMS from RDC,"HIV 1/2, Determine HIV Kit, without Lancets",Determine,N/A,Test kit,100
12484,ARV,Adult,SCMS from RDC,Efavirenz,Generic,600mg,Tablet,30
12485,ARV,Adult,SCMS from RDC,Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60
12486,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60
12487,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60
12488,ARV,Adult,SCMS from RDC,Efavirenz,Generic,600mg,Tablet,30
12490,ARV,Adult,SCMS from RDC,Stavudine,Generic,20mg,Capsule,60
12492,ARV,Adult,SCMS from RDC,Nevirapine,Generic,200mg,Tablet,60
12493,ARV,Adult,SCMS from RDC,Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60
12495,ARV,Adult,SCMS from RDC,Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60
12496,ARV,Pediatric,SCMS from RDC,Efavirenz,Generic,200mg,Capsule,90
12497,ARV,Pediatric,SCMS from RDC,Stavudine,Generic,1mg/ml,Oral solution,200
12498,ARV,Pediatric,SCMS from RDC,Stavudine,Generic,1mg/ml,Oral solution,200
12499,HRDT,HIV test - Ancillary,SCMS from RDC,"HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",Generic,N/A,Test kit - Ancillary,100
12500,ARV,Adult,SCMS from RDC,Stavudine,Generic,30mg,Capsule,60
12501,HRDT,HIV test,SCMS from RDC,"HIV 1/2, Determine HIV Kit, without Lancets",Determine,N/A,Test kit,100
12502,ARV,Adult,SCMS from RDC,Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60
12503,ARV,Adult,SCMS from RDC,Zidovudine,Generic,300mg,Tablet,60
12504,ARV,Adult,SCMS from RDC,Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60
12505,ARV,Adult,SCMS from RDC,Efavirenz,Generic,600mg,Tablet,30
12506,ARV,Adult,SCMS from RDC,Nevirapine,Generic,200mg,Tablet,60
12507,HRDT,HIV test,SCMS from RDC,"HIV 1/2, Determine HIV Kit, without Lancets",Determine,N/A,Test kit,100
12508,ARV,Adult,SCMS from RDC,Zidovudine,Generic,300mg,Tablet,60
12509,ARV,Adult,SCMS from RDC,Zidovudine,Generic,300mg,Tablet,60
12510,HRDT,HIV test - Ancillary,SCMS from RDC,"HIV, Lancet, Safety, for HIV Test kits, 100 Pcs",Generic,N/A,Test kit - Ancillary,100
12511,ARV,Adult,SCMS from RDC,Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120
12515,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60
12516,ARV,Adult,SCMS from RDC,Stavudine,Generic,30mg,Capsule,60
12517,ARV,Adult,SCMS from RDC,Efavirenz,Generic,600mg,Tablet,30
12518,ARV,Adult,SCMS from RDC,Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60
12519,ARV,Adult,SCMS from RDC,Stavudine,Generic,30mg,Capsule,60
12521,ARV,Pediatric,SCMS from RDC,Efavirenz,Generic,200mg,Capsule,90
12522,ARV,Adult,SCMS from RDC,Ritonavir,Norvir,100mg,Capsule,336
12523,HRDT,HIV test,SCMS from RDC,"HIV 1/2, Determine HIV Kit, without Lancets",Determine,N/A,Test kit,100
12524,ARV,Adult,SCMS from RDC,Lamivudine,Generic,150mg,Tablet,60
12525,ARV,Adult,SCMS from RDC,Nevirapine,Generic,200mg,Tablet,60
12526,ARV,Pediatric,SCMS from RDC,Zidovudine,Generic,10mg/ml,Oral solution,240
12527,ARV,Pediatric,SCMS from RDC,Stavudine,Generic,1mg/ml,Oral solution,200
12530,HRDT,HIV test,SCMS from RDC,"HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included",Bioline,N/A,Test kit,25
12531,ARV,Adult,SCMS from RDC,Emtricitabine/Tenofovir Disoproxil Fumarate,Truvada,300/200mg,Tablet - FDC,30
12532,ARV,Adult,SCMS from RDC,Efavirenz,Generic,600mg,Tablet,30
12533,ARV,Adult,SCMS from RDC,Nevirapine,Generic,200mg,Tablet,60
12534,HRDT,HIV test,SCMS from RDC,"HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,N/A,Test kit,20
12535,ARV,Adult,SCMS from RDC,Emtricitabine/Tenofovir Disoproxil Fumarate,Truvada,300/200mg,Tablet - FDC,30
12536,ARV,Adult,SCMS from RDC,Lamivudine/Stavudine,Generic,150/30mg,Tablet - FDC,30
12537,ARV,Adult,SCMS from RDC,Efavirenz,Generic,600mg,Tablet,30
12538,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60
12539,ARV,Adult,SCMS from RDC,Lamivudine,Generic,150mg,Tablet,60
12541,ARV,Adult,SCMS from RDC,Nevirapine,Generic,200mg,Tablet,60
12542,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60
12543,ARV,Adult,SCMS from RDC,Efavirenz,Generic,600mg,Tablet,30
12544,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60
12545,ARV,Adult,SCMS from RDC,Stavudine,Generic,30mg,Capsule,60
12546,ARV,Pediatric,SCMS from RDC,Zidovudine,Generic,10mg/ml,Oral solution,240
12547,ARV,Adult,SCMS from RDC,Emtricitabine/Tenofovir Disoproxil Fumarate,Truvada,300/200mg,Tablet - FDC,30
12548,ARV,Adult,SCMS from RDC,Efavirenz,Generic,600mg,Tablet,30
12549,ARV,Adult,SCMS from RDC,Efavirenz,Generic,600mg,Tablet,30
12550,ARV,Adult,SCMS from RDC,Efavirenz,Generic,600mg,Tablet,30
12551,ARV,Adult,SCMS from RDC,Nevirapine,Generic,200mg,Tablet,60
12552,ARV,Adult,SCMS from RDC,Lamivudine/Stavudine,Generic,150/30mg,Tablet - FDC,30
12553,ARV,Adult,SCMS from RDC,Tenofovir Disoproxil Fumarate,Generic,300mg,Tablet,30
12554,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,Tablet - FDC,60
12555,ARV,Adult,SCMS from RDC,Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60
12556,ARV,Adult,SCMS from RDC,Efavirenz,Generic,600mg,Tablet,30
12557,ARV,Pediatric,SCMS from RDC,Lamivudine,Generic,10mg/ml,Oral solution,240
12558,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60
12560,ARV,Pediatric,SCMS from RDC,Lopinavir/Ritonavir,Kaletra,80/20mg/ml,Oral solution,300
12561,ARV,Pediatric,SCMS from RDC,Didanosine,Generic,100mg,Chewable/dispersible tablet,60
12563,ARV,Pediatric,SCMS from RDC,Lopinavir/Ritonavir,Kaletra,80/20mg/ml,Oral solution,300
12564,ARV,Adult,SCMS from RDC,Nevirapine,Generic,200mg,Tablet,60
12565,ARV,Adult,SCMS from RDC,Efavirenz,Generic,600mg,Tablet,30
12567,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60
12568,ARV,Adult,SCMS from RDC,Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,Tablet - FDC,60
12569,ARV,Adult,SCMS from RDC,Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120
12570,ARV,Adult,SCMS from RDC,Emtricitabine/Tenofovir Disoproxil Fumarate,Truvada,300/200mg,Tablet - FDC,30
12571,ARV,Adult,SCMS from RDC,Lamivudine/Zidovudine,Generic,150/300mg,Tablet - FDC,60
12572,ARV,Pediatric,SCMS from RDC,Abacavir,Generic,20mg/ml,Oral solution,240
12573,ARV,Adult,SCMS from RDC,Lamivudine/Tenofovir Disoproxil Fumarate,Generic,300/300mg,Tablet - FDC,30
12574,ARV,Pediatric,SCMS from RDC,Efavirenz,Stocrin/Sustiva,30mg/ml,Oral solution,180
